(1543588.13, 1242.41, 0.9, 810.46, 15.05, 0.99)
(549832.91, 741.51, 0.97, 382.51, 120.72, 693.74)
(1543588.32, 1242.41, 0.9, 810.57, 10.03, 0.0)
(532473.98, 729.71, 0.97, 355.06, 175.55, 4.99)
(299310.42, 547.09, 0.98, 270.02, 11764.53, 347.07)
(397439.17, 630.43, 0.98, 342.98, 2934.15, 20.94)
(1547218.85, 1243.87, 0.9, 814.08, 73.8, 0.0)
(5894362.24, 2427.83, 0.64, 1210.77, 62577.59, 15659.11)
(1543375.12, 1242.33, 0.9, 810.38, 4844.04, 1.03)
(334902.89, 578.71, 0.98, 319.68, 94573.39, 80.78)
